N,SortedVector Add,LinkedList Add,BST Add,SortedVector Search,LinkedList Search,BST Search,SortedVector Save,SortedList Save, BST Save,SortedVector Remove,SortedList Remove,BST Remove,Vector Add Front,LinkedList Add Front,Vector Add Back,LinkedList Add Back,Vector Remove Front,LinkedList Remove Front,Vector Remove Back,LinkedList Remove Back,Vector Get,LinkedList Get
5000.000000,0.045923,0.037620,0.001126,0.001312,0.050873,0.001733,0.000423,0.000336,0.000394,0.005888,0.040366,0.002160,0.010959,0.000074,0.000022,0.000105,0.011937,0.000021,0.000017,0.000027,0.000016,0.009391
10000.000000,0.167978,0.158176,0.002467,0.002728,0.258725,0.003939,0.000650,0.000660,0.000796,0.021972,0.190874,0.004703,0.044831,0.000140,0.000051,0.000147,0.049871,0.000040,0.000035,0.000040,0.000021,0.039221
15000.000000,0.361014,0.336227,0.004084,0.004359,0.561118,0.006359,0.000958,0.000971,0.001076,0.049514,0.452189,0.007648,0.101474,0.000244,0.000071,0.000245,0.114120,0.000070,0.000057,0.000068,0.000033,0.095195
20000.000000,0.636521,0.605809,0.005569,0.005781,1.161471,0.008763,0.001255,0.001262,0.001430,0.085716,0.901131,0.010340,0.181868,0.000325,0.000096,0.000470,0.204705,0.000144,0.000073,0.000106,0.000046,0.181463
25000.000000,0.994032,0.948499,0.007298,0.007560,1.821758,0.011221,0.001646,0.001680,0.001925,0.137210,1.661127,0.014434,0.294731,0.000519,0.000116,0.000390,0.321538,0.000210,0.000094,0.000105,0.000064,0.293047
30000.000000,1.470210,1.300733,0.009309,0.009552,2.732785,0.013953,0.001983,0.002003,0.002295,0.198774,2.103521,0.017107,0.431347,0.000917,0.000148,0.000563,0.471563,0.000491,0.000105,0.000141,0.000092,1.230132
35000.000000,1.916625,1.884746,0.010876,0.011099,3.989653,0.016685,0.002335,0.002349,0.002684,0.270779,3.079971,0.022959,0.591981,0.000620,0.000188,0.000972,0.645154,0.000284,0.000142,0.000327,0.000096,0.623489
40000.000000,2.575135,2.490164,0.013253,0.013671,5.252703,0.020064,0.002645,0.002879,0.003132,0.409397,4.113412,0.025068,0.774632,0.000780,0.000184,0.000599,0.840019,0.000247,0.000164,0.000159,0.000130,0.931096
45000.000000,3.182609,3.348874,0.014548,0.014506,6.734937,0.022440,0.002959,0.002978,0.003258,0.453671,5.479973,0.029452,0.975641,0.001231,0.000216,0.000835,1.069488,0.000394,0.000168,0.000229,0.000142,1.020817
50000.000000,3.870311,4.220599,0.017187,0.017367,8.900050,0.026780,0.003351,0.003592,0.003994,0.577831,6.779817,0.031159,1.207434,0.001387,0.000254,0.000832,1.324853,0.000498,0.000230,0.000216,0.000159,1.539538
55000.000000,4.660923,5.004741,0.018593,0.018111,11.091975,0.030432,0.004031,0.004821,0.004383,0.710490,8.343471,0.034974,1.463666,0.001411,0.000279,0.000975,1.610480,0.000809,0.000245,0.000263,0.000180,3.812432
60000.000000,5.648230,6.309718,0.021195,0.020743,14.226249,0.031852,0.003816,0.004024,0.004450,0.827543,10.166264,0.042310,1.740097,0.001092,0.000300,0.001272,1.898824,0.000673,0.000224,0.000331,0.000195,1.786561
65000.000000,6.454960,6.592812,0.022487,0.021553,14.593575,0.035054,0.004406,0.004505,0.004848,0.968646,11.411660,0.041348,2.039568,0.002077,0.000568,0.001152,2.239357,0.001520,0.000242,0.000302,0.000213,3.171819
70000.000000,7.297543,7.783617,0.024708,0.025328,16.903735,0.037040,0.004643,0.005059,0.005348,1.133504,12.523940,0.046045,2.397393,0.001663,0.000390,0.001417,2.588659,0.001319,0.000261,0.000324,0.000223,6.318500
75000.000000,8.578267,9.277600,0.026680,0.025168,20.944457,0.039021,0.004960,0.005255,0.005833,1.503954,15.763297,0.051648,2.722495,0.002709,0.000383,0.001208,2.970748,0.001139,0.000279,0.000317,0.000219,6.979898
80000.000000,9.487306,10.853486,0.029209,0.028177,23.246676,0.041972,0.005334,0.005474,0.006060,1.497324,17.757654,0.051937,3.105313,0.002912,0.000364,0.001276,3.391522,0.001750,0.000297,0.000344,0.000202,9.031639
85000.000000,10.932979,13.700973,0.031958,0.029356,30.460169,0.046991,0.005958,0.007332,0.007097,1.685507,21.756946,0.057012,3.493484,0.003620,0.000365,0.002225,3.816827,0.001756,0.000316,0.000660,0.000251,8.725024
90000.000000,12.396119,14.006014,0.033929,0.030828,32.289833,0.048884,0.005848,0.007002,0.006913,2.207693,22.823639,0.063321,3.942239,0.001636,0.000456,0.001385,4.287903,0.000580,0.000339,0.000385,0.000227,4.733683
95000.000000,13.658122,15.306586,0.038406,0.035395,35.754663,0.053887,0.006225,0.007619,0.007436,2.139054,26.356363,0.075992,4.401659,0.002618,0.000549,0.002403,4.778400,0.003034,0.000355,0.000896,0.000218,9.060518
99999.000000,16.550537,21.293536,0.037436,0.034046,43.087169,0.054363,0.006646,0.007883,0.007673,2.704368,29.717550,0.070138,4.875378,0.001753,0.000626,0.003315,5.353144,0.001148,0.000371,0.001161,0.000240,5.914305
